320,0.512788
310,0.536392
300,0.559926
290,0.583374
280,0.606721
270,0.629951
260,0.653047
250,0.675995
240,0.698779
230,0.721382
220,0.743789
210,0.765984
200,0.787951
195,0.798845
190,0.809675
185,0.820441
180,0.83114
175,0.84177
170,0.85233
165,0.862817
160,0.87323
155,0.883565
150,0.893822
145,0.903999
140,0.914093
135,0.924103
130,0.934026
125,0.943861
120,0.953605
115,0.963257
110,0.972815
105,0.982276
100,0.991639
95,1.000902
90,1.010062
85,1.019119
80,1.028069
75,1.036911
70,1.045643
65,1.054263
60,1.062769
58,1.066139
56,1.06949
54,1.072822
52,1.076136
50,1.07943
48,1.082705
46,1.085961
44,1.089198
42,1.092415
40,1.095612
38,1.098789
36,1.101947
34,1.105084
32,1.108201
30,1.110923
29,1.112764
28,1.114124
27,1.116473
26,1.119179
25,1.122727
24,1.128861
23,1.140337
22,1.162878
21,1.186261
20,1.205439
19,1.224112
18,1.242366
17,1.260642
16,1.279519
15,1.299577
14.5,1.310229
14,1.321394
13.5,1.333143
13,1.345549
12.5,1.358684
12,1.37262
11.5,1.387431
11,1.403187
10.5,1.419963
10,1.437829
9.75,1.446989
9.5,1.45652
9.25,1.46645
9,1.47677
8.75,1.487474
8.5,1.498553
8.25,1.509999
8,1.521802
7.8,1.531498
7.6,1.541414
7.4,1.551546
7.2,1.56189
7,1.57244
6.8,1.583195
6.6,1.594148
6.4,1.605297
6.2,1.616636
6,1.62809
5.8,1.638857
5.6,1.649338
5.4,1.659682
5.2,1.669866
5,1.679863
4.9,1.684782
4.8,1.689646
4.7,1.694449
4.6,1.699189
4.5,1.703864
4.4,1.708468
4.3,1.713
4.2,1.717456
4.1,1.721833
4,1.726127
3.9,1.730335
3.8,1.734455
3.7,1.738527
3.6,1.742534
3.5,1.746368
3.4,1.750102
3.3,1.753742
3.2,1.757282
3.1,1.760719
3,1.764048
2.9,1.767265
2.8,1.770364
2.7,1.773341
2.6,1.776193
2.5,1.778914
2.4,1.781499
2.3,1.783944
2.2,1.786245
2.1,1.788396
2,1.790364
1.95,1.791291
1.9,1.792064
1.85,1.792881
1.8,1.793653
1.75,1.794389
1.7,1.795089
1.65,1.795752
1.6,1.79638
1.55,1.796971
1.5,1.797525
1.45,1.798043
1.4,1.798523
1.35,1.798967
1.3,1.799373
1.25,1.799762
1.2,1.800134
1.15,1.800474
1.1,1.800782
1.05,1.801057
1,1.8013
